Fund,Department,Division,Account,Amount,Current,Revenue,Annotation,
General Fund,Police,Police Support Division,License&Permits Dogs,-40000.0,-0.0,true, 
Water Services Fund,Water,Water Production Division,Electricity,3000.0,105000.0,false, 
General Fund,Parks Rec & Cultural Arts,Community Program,Admission Fees,13000.0,13000.0,true, 
General Fund,Parks Rec & Cultural Arts,Community Program,Class Participation Fees,10000.0,10000.0,true, 
General Fund,Non-Departmental,Inter-Extra Goverment Services,Rents - Holiday Inn Airport,25000.0,75000.0,true, 
General Fund,Information Technology,GIS Appl Services Division,Licenses Taxes & Fees,-6125.0,30900.0,false, 
General Fund,Parks Rec & Cultural Arts,Business Services Division,Electricity,-40000.0,280000.0,false, 
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Training,-2000.0,0.0,false, 
Water Services Fund,Water,Water Production Division,Compensation - Full Time Reg,9570.0,366304.0,false, 
Water Services Fund,Water,Water Production Division,Telephone,-23920.0,8000.0,false, 
Water Services Fund,Water,Water Production Division,Compensation - Overtime,303.0,10384.0,false, 
General Fund,Parks Rec & Cultural Arts,Business Services Division,Natural Gas,0.0,55000.0,false, 
Water Services Fund,Water,Customer Service Division,Telephone,4072.0,29640.0,false, 
General Fund,Human Resources,Organizational Development,Training,0.0,7500.0,false, 
General Fund,Parks Rec & Cultural Arts,Planning & Development Div,Training,0.0,4000.0,false, 
Water Services Fund,Water,Customer Service Division,Services - Copying and Dupl,2000.0,22000.0,false, 
Water Services Fund,Water,Water Administration,Compensation - Full Time Reg,-11401.0,537625.0,false, 
Parking Services Fund,Transportation,Parking Garage Divison,Employer - 401(K),3012.0,15133.0,false, 
Parking Services Fund,Transportation,Parking Garage Divison,Employer - LGERS,4260.0,21398.0,false, 
Parking Services Fund,Transportation,Parking Garage Divison,FICA Tax Expense,1085.0,23154.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Compensation - Stand By Pay,0.0,7974.0,false, 
General Fund,Fire & Rescue,Fire Support Services Division,Fleet Maintenance Charges,-50190.0,405749.0,false, 
General Fund,Fire & Rescue,Fire Support Services Division,Fleet Fuel Charges,-9717.0,295966.0,false, 
Water Services Fund,Water,Water Production Division,Supplies - Chemical & Lab,-20000.0,180000.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Compensation - Overtime,0.0,26215.0,false, 
Water Services Fund,Water,Water Production Division,Sewer,1440.0,49440.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Compensation - Temp/Seasonal,36500.0,223794.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Compensation - Part Time,19858.0,38267.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Compensation - Full Time Reg,-2164.0,1057281.0,false, 
General Fund,Parks Rec & Cultural Arts,Community Program,Sponsorships,8500.0,8500.0,true, 
General Fund,Police,Patrol Division,Group Insurance Expense,-86063.0,1561728.0,false, 
General Fund,Public Works,Streets & Sidewalks Division,Compensation - Full Time Reg,4718.0,153698.0,false, 
General Fund,Public Works,Streets & Sidewalks Division,Compensation - Overtime,3726.0,6000.0,false, 
General Fund,Administration Services,City Hall Operations,Services - Janitorial,0.0,12500.0,false, 
General Fund,Finance,Risk Management Division,Employer - 401(K),2552.0,8187.0,false, 
General Fund,Finance,Risk Management Division,Employer - LGERS,3608.0,11576.0,false, 
General Fund,Administration Services,City Hall Operations,Contracted Services,0.0,25000.0,false, 
Water Services Fund,Water,Maintenance & Repairs Division,All Other Expenses,1150.0,10415.0,false, 
General Fund,Police,Patrol Division,FICA Tax Expense,37617.0,612950.0,false, 
General Fund,Police,Patrol Division,Employer - LGERS,23763.0,571270.0,false, 
General Fund,Police,Patrol Division,Employer - 401(K),16321.0,392356.0,false, 
Civic Center Fund,Civic Center,Civic Center Administration,Insurance & Bonds,-3431.0,51383.0,false, 
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Rents - Vendor & Booths,-137000.0,-0.0,true, 
General Fund,Information Technology,Technical Services Division,Radios-Outside Agencies,3940.0,12400.0,true, 
General Fund,Planning & Development,Community Development Division,Green Opportunities,0.0,25000.0,false, 
Water Services Fund,Water,Water Administration,Quality of Serv Award,810.0,3900.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Administration Division,All Other Expenses,0.0,11156.0,false, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,Appropriated Fund Balance,250000.0,750000.0,true, 
General Fund,Planning & Development,Community Development Division,Sports Commission,-45000.0,0.0,false, 
General Fund,Police,Police Support Division,Fines & Fees Animal Control Vi,-1000.0,-0.0,true, 
General Fund,Public Works,Sanitation Division,All Other Expenses,-436.0,19346.0,false, 
Water Services Fund,Water,Water Production Division,Contracted Services,1000.0,1000.0,false, 
Stormwater Fund,Public Works,Stormwater Admin Division,Fleet Maintenance Charges,0.0,80000.0,false, 
Stormwater Fund,Public Works,Stormwater Admin Division,Fleet Fuel Charges,275.0,80000.0,false, 
Water Services Fund,Water,Water Production Division,Professional Services,0.0,20000.0,false, 
General Fund,Finance,Risk Management Division,FICA Tax Expense,3847.0,13539.0,false, 
General Fund,Non-Departmental,Non-Divisional,Principal Payments,0.0,5387021.0,false, 
General Fund,Parks Rec & Cultural Arts,Business Services Division,Water and Sewer,0.0,192452.0,false, 
General Fund,Transportation,Transportation Planning Div,All Other Revenues,2000.0,2000.0,true, 
General Fund,Police,Police Support Division,Fines & Fees False Alarms,-36000.0,-0.0,true, 
General Fund,Planning & Development,Planning Services Division,FICA Tax Expense,-13850.0,37682.0,false, 
General Fund,Planning & Development,Planning Services Division,Employer - LGERS,-12800.0,34684.0,false, 
General Fund,Planning & Development,Planning Services Division,Employer - 401(K),-9052.0,24529.0,false, 
Mass Transit Fund,Transportation,Transit Operations Division,Passenger Fares,70000.0,770000.0,true, 
General Fund,Finance,Finance Administration,Current Year Prop Taxes DMV,0.0,2639128.0,true, 
General Fund,Finance,Finance Administration,Current Year Prop Taxes Ad Val,496498.0,4.8962423E7,true, 
Mass Transit Fund,Transportation,Transit Operations Division,Bulk Fare Income,0.0,130000.0,true, 
General Fund,Parks Rec & Cultural Arts,Community Program,Supplies - Other,22000.0,22000.0,false, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,Rents - Parks Shelters,0.0,15000.0,true, 
General Fund,Public Works,Engineering Services Division,Supplies - Other,3500.0,8000.0,false, 
Stormwater Fund,Public Works,Stormwater Admin Division,Services - Postage,0.0,18000.0,false, 
General Fund,Information Technology,Technical Services Division,Training,0.0,5000.0,false, 
General Fund,Planning & Development,Community Development Division,All Other Expenses,268.0,36866.0,false, 
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Wrist Band Sales,-42000.0,-0.0,true, 
General Fund,Administration Services,Sustainability Division,All Other Expenses,1950.0,12283.0,false, 
Workers' Compensation Fund,Finance,Workers Compensation,Income from Investments,0.0,10000.0,true, 
Water Services Fund,Water,Water Production Division,Compensation - Overtime,-5081.0,14373.0,false, 
General Fund,Human Resources,Human Resources Administration,Dues & Subscriptions,0.0,8000.0,false, 
General Fund,Human Resources,Human Resources Administration,Training,0.0,17000.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Contracted Services,0.0,18400.0,false, 
Water Services Fund,Water,Water Production Division,Compensation - Full Time Reg,-97534.0,301624.0,false, 
General Fund,Non-Departmental,Non-Divisional,Transfer to Civic Center Fund,234649.0,1120576.0,false, 
General Fund,Non-Departmental,Non-Divisional,Transfer to Civic Center Cap,11050.0,111050.0,false, 
General Fund,Police,Police Administration Division,Compensation - Stand By Pay,0.0,13000.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Training,0.0,6944.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Dues & Subscriptions,0.0,6910.0,false, 
General Fund,Police,Police Administration Division,Compensation - Temp/Seasonal,24400.0,60000.0,false, 
General Fund,Police,Police Administration Division,Compensation - Overtime,60000.0,150000.0,false, 
General Fund,Police,Police Administration Division,Compensation - Full Time Reg,-130954.0,2483129.0,false, 
General Fund,Finance,Risk Management Division,Group Insurance Expense,-3886.0,27888.0,false, 
General Fund,Public Works,Engineering Services Division,Compensation - Full Time Reg,51333.0,262711.0,false, 
General Fund,Public Works,Engineering Services Division,Compensation - Overtime,0.0,10000.0,false, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,Supplies - Other,0.0,16248.0,false, 
General Fund,Public Works,Streets & Sidewalks Division,Bldg Permits & Insp Other,0.0,10000.0,true, 
General Fund,Parks Rec & Cultural Arts,Community Program,Purchases for Resale,10000.0,10000.0,false, 
General Fund,Police,Patrol Division,Transfer to Grant Fund,40098.0,40098.0,false, 
Water Services Fund,Water,Water Production Division,Telephone,1000.0,21000.0,false, 
General Fund,Information Technology,GIS Appl Services Division,Compensation - Full Time Reg,-60769.0,336078.0,false, 
General Fund,Police,Police Administration Division,Maint & Repair - Equipment,900.0,21000.0,false, 
General Fund,Public Works,Streets & Sidewalks Division,Bldg Permits & Insp Driveways,0.0,15000.0,true, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,All Other Revenues,-400.0,6000.0,true, 
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Group Insurance Expense,8134.0,8134.0,false, 
Stormwater Fund,Public Works,Stormwater Admin Division,Bldg Permits & Insp Soil Erosn,0.0,160000.0,true, 
Stormwater Fund,Public Works,Stormwater Admin Division,Bldg Permits & Insp Stormwater,0.0,15000.0,true, 
Parking Services Fund,Transportation,Parking Garage Divison,Electricity,0.0,100000.0,false, 
Water Services Fund,Water,Maintenance & Repairs Division,Training,4400.0,21400.0,false, 
Stormwater Fund,Public Works,Stormwater Admin Division,Bldg Permits & Insp Floodplain,0.0,12000.0,true, 
General Fund,Information Technology,GIS Appl Services Division,Bldg Permits & Insp Technology,510.0,17050.0,true, 
General Fund,Planning & Development,Planning Services Division,OPEB Pension Contributions,8148.0,8148.0,false, 
Civic Center Fund,Civic Center,Event Personnel Division,Staff Reimbursement,0.0,150000.0,true, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,5846.0,29050.0,false, 
General Fund,Parks Rec & Cultural Arts,Planning & Development Div,Supplies - Other,-500.0,4000.0,false, 
General Fund,Police,Patrol Division,Maint & Repair - Equipment,5000.0,30000.0,false, 
Water Services Fund,Water,Water General Operations Div,Services - Postage,0.0,250000.0,false, 
General Fund,Information Technology,Technical Services Division,Licenses Taxes & Fees,6755.0,36375.0,false, 
Water Services Fund,Water,Water General Operations Div,Supplies - Other,200.0,200.0,false, 
General Fund,Planning & Development,Planning Services Division,Workers Compensation,6055.0,7540.0,false, 
General Fund,Planning & Development,Planning Services Division,Group Insurance Expense,-89020.0,69720.0,false, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,1229.0,42203.0,false, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Part Time,19500.0,19500.0,false, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Temp/Seasonal,0.0,16000.0,false, 
General Fund,Finance,Finance Administration,Loc Opt Tx 1/2 Ct Hold Hrmls,71619.0,2117873.0,true, 
General Fund,Economic Development,Economic Development Division,Services - Advertising,0.0,5000.0,false, 
Water Services Fund,Water,Water Production Division,Supplies - Uniforms,0.0,12000.0,false, 
Water Services Fund,Water,Water Production Division,Supplies - Other,2000.0,7000.0,false, 
Water Services Fund,Water,Water Production Division,Supplies - Chemical & Lab,-15000.0,0.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,FICA Tax Expense,9029.0,171554.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Employer - 401(A),12280.0,235950.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Employer - LGERS,43412.0,834085.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Employer - 401(K),30701.0,589876.0,false, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,FICA Tax Expense,675.0,8618.0,false, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,Employer - LGERS,625.0,7965.0,false, 
Water Services Fund,Water,Water Production Division,Electricity,2000.0,32000.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Licenses Taxes & Fees,0.0,9000.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Bank Fees,0.0,6000.0,false, 
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Materials,-22000.0,0.0,false, 
Water Services Fund,Water,Water Production Division,Sewer,390.0,13390.0,false, 
General Fund,Economic Development,Economic Development Division,Legal Services,10000.0,11000.0,false, 
General Fund,Economic Development,Economic Development Division,Professional Services,15000.0,15000.0,false, 
General Fund,Economic Development,Economic Development Division,Rental/Lease,0.0,38096.0,false, 
General Fund,Economic Development,Economic Development Division,Contracted Services,0.0,75000.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Group Insurance Expense,137130.0,2228716.0,false, 
General Fund,Police,Police Administration Division,Materials,13760.0,64460.0,false, 
General Fund,Human Resources,Organizational Development,Contracted Services,22000.0,42000.0,false, 
General Fund,Parks Rec & Cultural Arts,Community Program,All Other Expenses,17560.0,17560.0,false, 
Water Services Fund,Water,Customer Service Division,Training,3340.0,4000.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Materials,2800.0,48760.0,false, 
General Fund,Planning & Development,Historic Resources Division,Compensation - Part Time,11394.0,33352.0,false, 
General Fund,Planning & Development,Historic Resources Division,Compensation - Full Time Reg,1942.0,66669.0,false, 
General Fund,Administration Services,Building Maintenance,Materials,0.0,13000.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Maint & Repair - Equipment,-5224.0,12260.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Maintenance and Repairs,11580.0,25696.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Maint & Repair - Buildings,9000.0,9000.0,false, 
General Fund,Finance,Accounting Division,Heavy Equipment Rental Tax,0.0,100000.0,true, 
General Fund,Finance,Accounting Division,Vehicle Rental Tax,0.0,171000.0,true, 
General Fund,Public Works,Public Works Administration,Compensation - Full Time Reg,1397.0,48009.0,false, 
General Fund,Police,Criminal Investigations Div,Fleet Fuel Charges,-3246.0,80000.0,false, 
General Fund,Police,Criminal Investigations Div,Fleet Maintenance Charges,0.0,70103.0,false, 
General Fund,Administration Services,Fleet Management Division,Supplies - Fleet Parts,0.0,1350000.0,false, 
General Fund,Building Safety,Permitting & Inspections Div,FICA Tax Expense,34218.0,180946.0,false, 
General Fund,Administration Services,Fleet Management Division,Supplies - Uniforms,3000.0,13000.0,false, 
General Fund,Building Safety,Permitting & Inspections Div,Employer - LGERS,31482.0,165813.0,false, 
General Fund,Building Safety,Permitting & Inspections Div,Employer - 401(K),22264.0,117265.0,false, 
General Fund,Administration Services,Fleet Management Division,Supplies - Other,0.0,28000.0,false, 
General Fund,Administration Services,City Manager,Supplies - Other,0.0,10000.0,false, 
Water Services Fund,Water,Water Production Division,FICA Tax Expense,368.0,28173.0,false, 
General Fund,Non-Departmental,Non-Divisional,Nuisance Court,0.0,10000.0,false, 
Water Services Fund,Water,Water Production Division,Employer - LGERS,340.0,26037.0,false, 
General Fund,Non-Departmental,Non-Divisional,Contingencies,-133291.0,0.0,false, 
General Fund,Economic Development,Economic Development Division,Moogfest support,40000.0,40000.0,false, 
General Fund,Economic Development,Economic Development Division,Sports Commission,45000.0,45000.0,false, 
General Fund,Administration Services,Fleet Management Division,Supplies - Fleet Bench Stock,0.0,35000.0,false, 
General Fund,Building Safety,Permitting & Inspections Div,Group Insurance Expense,102258.0,446208.0,false, 
Water Services Fund,Water,Water Production Division,All Other Expenses,8891.0,99799.0,false, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,Undefined Claims,1.0726599E7,1.0726599E7,false, 
General Fund,Fire & Rescue,Emergency Response Division,Restrictd Intergv State Grants,0.0,57000.0,true, 
General Fund,Building Safety,Permitting & Inspections Div,OPEB Pension Contributions,24024.0,24024.0,false, 
General Fund,Finance,Finance Administration,Loc Opt Sales Tx 1/2 Ct 1986,143462.0,4242379.0,true, 
General Fund,Transportation,Traffic Engineering Division,Materials,0.0,37140.0,false, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,Claims - Medical Active,-8215440.0,0.0,false, 
General Fund,Economic Development,Economic Development Division,Economic Development Comm,60000.0,60000.0,false, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,Claims - Dental,31852.0,717852.0,false, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,Admin. Fees - Wellness Program,-12093.0,275500.0,false, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,Insurance - Premiums,-74400.0,0.0,false, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,Claims - Medical Retiree U 65,-2201000.0,0.0,false, 
Health Insurance Fund,Human Resources,Group Health Life & Dental,Claims - Medical Retiree O 65,-263000.0,0.0,false, 
Street Cut Utility Fund,Public Works,Street Cuts Division,Contracted Services,0.0,242207.0,false, 
General Fund,Transportation,Transportation Admin Div,Insurance & Bonds,-822.0,12307.0,false, 
Street Cut Utility Fund,Public Works,Street Cuts Division,Rental/Lease,-34993.0,2000.0,false, 
Civic Center Fund,Civic Center,Civic Center Administration,All Other Expenses,9154.0,23898.0,false, 
General Fund,Non-Departmental,Non-Divisional,Other Expense,0.0,5000.0,false, 
General Fund,Administration Services,Fleet Management Division,All Other Expenses,1006.0,27062.0,false, 
General Fund,Information Technology,Technical Services Division,Group Insurance Expense,6153.0,55776.0,false, 
General Fund,Information Technology,Technical Services Division,Employer - LGERS,4130.0,32999.0,false, 
General Fund,Information Technology,Technical Services Division,Employer - 401(K),2921.0,23337.0,false, 
General Fund,Information Technology,Technical Services Division,FICA Tax Expense,1931.0,33168.0,false, 
General Fund,Transportation,Transportation Planning Div,Contracted Services,-46300.0,38700.0,false, 
Civic Center Fund,Civic Center,Operations Division,Compensation - Full Time Reg,-83238.0,240205.0,false, 
Civic Center Fund,Civic Center,Operations Division,Compensation - Temp/Seasonal,-5500.0,11500.0,false, 
Civic Center Fund,Civic Center,Operations Division,Compensation - Overtime,3500.0,9000.0,false, 
Civic Center Fund,Civic Center,Event Personnel Division,All Other Expenses,1435.0,7759.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Admission Fees,2000.0,20000.0,true, 
General Fund,Economic Development,Economic Development Division,All Other Expenses,10838.0,24364.0,false, 
General Fund,Parks Rec & Cultural Arts,Recreation Division,Rental/Lease,8468.0,24000.0,false, 
General Fund,Administration Services,Building Maintenance,Water and Sewer,0.0,20000.0,false, 
General Fund,Finance,Accounting Division,Services - Copying and Dupl,200.0,1760.0,false, 
General Fund,Administration Services,Community Relations,Supplies - Other,0.0,5000.0,false, 
Civic Center Fund,Civic Center,Civic Center Administration,Other Miscellaneous Revenue,24000.0,32000.0,true, 
General Fund,Finance,Accounting Division,Contracted Services,-13400.0,127100.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Group Insurance Expense,-1999.0,109228.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Administration Division,Rents - Rental Income,-75000.0,-0.0,true, 
General Fund,Administration Services,Building Maintenance,Natural Gas,0.0,40000.0,false, 
General Fund,Transportation,Transportation Admin Div,Group Insurance Expense,6197.0,24789.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Employer - LGERS,577.0,31388.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,FICA Tax Expense,625.0,37559.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Employer - 401(K),408.0,22198.0,false, 
General Fund,Finance,Finance Administration,Quality of Serv Award,0.0,1056.0,false, 
Stormwater Fund,Public Works,Stormwater Admin Division,Contracted Services,677789.0,682289.0,false, 
Stormwater Fund,Public Works,Stormwater Admin Division,Professional Services,510000.0,600000.0,false, 
General Fund,Finance,Accounting Division,Services - Postage,1000.0,21000.0,false, 
General Fund,Finance,Accounting Division,Supplies - Other,2590.0,13380.0,false, 
General Fund,Administration Services,Building Maintenance,Electricity,0.0,130000.0,false, 
Parking Services Fund,Transportation,Parking Garage Divison,Interest Expense,-17725.0,390000.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Group Insurance Expense,0.0,18592.0,false, 
General Fund,Finance,Finance Administration,Compensation - Full Time Reg,71030.0,320119.0,false, 
General Fund,Legal,Legal Division,Legal Services,20000.0,50000.0,false, 
Water Services Fund,Water,Maintenance & Repairs Division,Water and Sewer,0.0,7000.0,false, 
General Fund,Public Works,Public Works Administration,Rental/Lease,374.0,7374.0,false, 
Water Services Fund,Water,Water Operating Equipment Div,Mach & Equipment,-3752.0,254728.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,FICA Tax Expense,193.0,9766.0,false, 
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Supplies - Other,0.0,10000.0,false, 
General Fund,Public Works,Public Works Administration,Contracted Services,-1980.0,0.0,false, 
General Fund,Administration Services,Fleet Management Division,Rents - Rental Income,7760.0,11000.0,true, 
General Fund,Public Works,Engineering Services Division,Dues & Subscriptions,-400.0,600.0,false, 
General Fund,Building Safety,Permitting & Inspections Div,Training,5960.0,28200.0,false, 
General Fund,Administration Services,Sustainability Division,Compensation - Full Time Reg,56425.0,107152.0,false, 
General Fund,Transportation,Transportation Admin Div,FICA Tax Expense,377.0,9296.0,false, 
General Fund,Public Works,Engineering Services Division,Training,6800.0,10800.0,false, 
General Fund,Administration Services,Sustainability Division,Compensation - Part Time,-32369.0,0.0,false, 
General Fund,Parks Rec & Cultural Arts,Parks Administration Division,Rental/Lease - Computers,0.0,5000.0,false, 
General Fund,Transportation,Transportation Admin Div,Employer - LGERS,349.0,8592.0,false, 
General Fund,Transportation,Transportation Admin Div,Employer - 401(K),247.0,6076.0,false, 
Civic Center Fund,Civic Center,Concessions Division,Concessions - Mixed Beverages,60000.0,175000.0,true, 
Civic Center Fund,Civic Center,Concessions Division,Concessions - Beer & Wine,130000.0,440000.0,true, 
General Fund,Administration Services,Building Maintenance,All Other Expenses,5000.0,18794.0,false, 
Civic Center Fund,Civic Center,Concessions Division,Food Sales,-10084.0,373922.0,true, 
Civic Center Fund,Civic Center,Concessions Division,Vending Sales,0.0,10000.0,true, 
General Fund,Planning & Development,Planning Services Division,Fleet Maintenance Charges,1313.0,3000.0,false, 
General Fund,Information Technology,GIS Appl Services Division,Contracted Services,0.0,20000.0,false, 
General Fund,Finance,Accounting Division,Other Miscellaneous Revenue,85000.0,85000.0,true, 
Workers' Compensation Fund,Finance,Workers Compensation,Contracted Services,35000.0,35000.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Rental/Lease,5233.0,30233.0,false, 
General Fund,Fire & Rescue,Emergency Response Division,Professional Services,6127.0,16127.0,false, 
General Fund,Public Works,Public Works Administration,OPEB Pension Contributions,50406.0,50406.0,false, 
Street Cut Utility Fund,Public Works,Street Cuts Division,Sales & Serv - Street Patches,146999.0,1483814.0,true, 
General Fund,Non-Departmental,Inter-Extra Goverment Services,Crime Stoppers,-217.0,41359.0,false, 
General Fund,Non-Departmental,Inter-Extra Goverment Services,Police ID Bureau,31861.0,424188.0,false, 
Street Cut Utility Fund,Public Works,Street Cuts Division,Sales & Services - Permit Fees,-120000.0,-0.0,true, 
Street Cut Utility Fund,Public Works,Street Cuts Division,Sales & Serv - Cap Recov Fee,-36993.0,-0.0,true, 
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Sponsorships,-13000.0,-0.0,true, 
Civic Center Fund,Civic Center,Concessions Division,Catering In - House,8000.0,40000.0,true, 
Civic Center Fund,Civic Center,Concessions Division,Novelty Sales,6000.0,48000.0,true, 
General Fund,Non-Departmental,Inter-Extra Goverment Services,Economic Incentives,-43000.0,595400.0,false, 
General Fund,Public Works,Streets & Sidewalks Division,All Other Expenses,-13592.0,71049.0,false, 
General Fund,Public Works,Streets & Sidewalks Division,Compensation - Overtime,1500.0,8500.0,false, 
General Fund,Public Works,Streets & Sidewalks Division,Compensation - Full Time Reg,-28013.0,298446.0,false, 
Mass Transit Fund,Transportation,Transit Operations Division,Oper Transfers Parking Service,0.0,616875.0,true, 
General Fund,Non-Departmental,Non-Divisional,Charges for Services,1629120.0,1629120.0,true, 
General Fund,Non-Departmental,Non-Divisional,Training,0.0,10000.0,false, 
General Fund,Non-Departmental,Non-Divisional,Dues & Subscriptions,5000.0,85000.0,false, 
General Fund,Non-Departmental,Inter-Extra Goverment Services,Board of Elections,-250000.0,0.0,false, 
General Fund,Non-Departmental,Inter-Extra Goverment Services,Board of Tax Supervision,100000.0,820000.0,false, 
General Fund,Public Works,Public Works Administration,FICA Tax Expense,8356.0,37198.0,false, 
General Fund,Public Works,Public Works Administration,Employer - LGERS,7777.0,34432.0,false, 
Mass Transit Fund,Transportation,Transit Administration Div,Contracted Services,-19000.0,9000.0,false, 
General Fund,Public Works,Public Works Administration,Employer - 401(K),5500.0,24351.0,false, 
Civic Center Fund,Civic Center,Civic Center Administration,Interest Expense,-6600.0,128950.0,false, 
General Fund,Public Works,Public Works Administration,Workers Compensation,171226.0,213215.0,false, 
General Fund,Public Works,Public Works Administration,Unemployment,13177.0,13177.0,false, 
