LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
Civic Center Fund,Civic Center/Civic Center Administration,Water and Sewer,,,,0.0,0.0,32110.86,33560.0,33800.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Telephone,,,,9207.19,10256.4,25479.32,28700.0,21000.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Contracted Services,,,,141383.49,144577.69,253315.64,181813.0,130555.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Principal Payments,,,,0.0,0.0,0.0,160000.0,160000.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Employer - 401(K),,,,6497.18,7751.05,7989.74,9503.0,10582.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Rental/Lease,,,,17897.25,5965.8,5443.43,9646.0,7906.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Employer - LGERS,,,,6218.9,9850.06,10993.81,12809.0,14962.0,3
Civic Center Fund,Civic Center/Civic Center Administration,FICA Tax Expense,,,,9476.39,11478.07,11358.66,14539.0,16271.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Interest Expense,,,,0.0,0.0,0.0,143091.0,128950.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Services - Janitorial,,,,18870.93,26365.35,23172.88,47265.0,160000.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Electricity,,,,189294.32,171522.55,176009.03,181290.0,186040.0,3
Civic Center Fund,Civic Center/Civic Center Administration,OPEB Pension Contributions,,,,0.0,0.0,9293.67,0.0,9120.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Supplies - Other,,,,8890.62,17088.53,21072.83,11679.0,72000.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Training,,,,3908.21,4425.11,7810.85,6500.0,7500.0,3
Civic Center Fund,Civic Center/Civic Center Administration,Materials,,,,11880.9,9052.29,38197.48,3606.0,9000.0,3
Civic Center Fund,Civic Center/Civic Center Administration Total,,,,,750759.2299999997,765326.19,953982.75,1216239.0,1886070.0,2
Civic Center Fund Total,,,,,,1801627.36,2150347.34,2177646.7500000005,2700256.0,3468498.0,1
Street Cut Utility Fund,Public Works/Street Cuts Division,Employer - 401(K),,,,0.0,20009.32,28959.92,24425.81,17495.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,15057.51,4000.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Contracted Services,,,,0.0,693.61,297.66,0.0,242207.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Compensation - Overtime,,,,0.0,2551.21,23072.61,28937.84,40000.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,All Other Expenses,,,,0.0,13541.3,28660.36,30693.64,23555.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Materials,,,,0.0,241857.25,294419.7,373261.24,347782.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Charges - Cost Allocations,,,,0.0,0.0,0.0,0.0,235843.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Compensation - Full Time Reg,,,,0.0,359262.78,546366.43,456400.53,305323.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,FICA Tax Expense,,,,0.0,28364.78,40520.5,35380.13,27073.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Employer - LGERS,,,,0.0,25515.76,39610.71,33106.99,24737.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Rental/Lease,,,,0.0,0.0,0.0,10110.65,2000.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Training,,,,0.0,519.0,10285.21,6396.89,4113.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Supplies - Other,,,,0.0,77162.56,13016.36,6284.19,7017.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Group Insurance Expense,,,,0.0,156179.0,156179.0,130854.69,79016.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Mach & Equipment,,,,0.0,172886.48,144920.45,79097.89,100000.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Workers Compensation,,,,0.0,0.0,12695.0,12822.0,11933.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Fleet Fuel Charges,,,,0.0,0.0,38749.13,54272.76,47875.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Insurance & Bonds,,,,0.0,0.0,15495.0,15495.0,13845.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division,Fleet Maintenance Charges,,,,0.0,83299.16,54511.41,26694.33,50000.0,3
Street Cut Utility Fund,Public Works/Street Cuts Division Total,,,,,0.0,1181842.21,1447759.4500000002,1339292.0899999999,1583814.0,2
Street Cut Utility Fund,Public Works/CAFR Preparation,Depreciation Expense,,,,0.0,9608.03,79989.15,93067.54,0.0,3
Street Cut Utility Fund,Public Works/CAFR Preparation,All Other Expenses,,,,0.0,7684.98,3839.64,-2728.89,0.0,3
Street Cut Utility Fund,Public Works/CAFR Preparation,Compensation - Full Time Reg,,,,0.0,40447.29,20208.6,-16052.8,0.0,3
Street Cut Utility Fund,Public Works/CAFR Preparation,Retiree OPEB Expense,,,,0.0,5853.19,22244.48,2680.55,0.0,3
Street Cut Utility Fund,Public Works/CAFR Preparation,Mach & Equipment,,,,0.0,-172886.48,-144920.45,-79097.89,0.0,3
Street Cut Utility Fund,Public Works/CAFR Preparation Total,,,,,0.0,-109292.99,-18638.580000000016,-2131.4900000000052,0.0,2
Street Cut Utility Fund Total,,,,,,0.0,1072549.22,1429120.87,1337160.6,1583814.0,1
Health Insurance Fund,Human Resources/Health Clinic Services,Employer - LGERS,,,,0.0,0.0,0.0,0.0,11936.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,FICA Tax Expense,,,,0.0,0.0,0.0,0.0,17276.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Licenses Taxes & Fees,,,,0.0,0.0,0.0,0.0,8000.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Rental/Lease,,,,0.0,0.0,0.0,0.0,53256.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,0.0,57000.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Compensation - Full Time Reg,,,,0.0,0.0,0.0,0.0,29174.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Compensation - Part Time,,,,0.0,0.0,0.0,0.0,139653.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Materials,,,,0.0,0.0,0.0,0.0,42000.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Contracted Services,,,,0.0,0.0,0.0,0.0,163000.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,All Other Expenses,,,,0.0,0.0,0.0,0.0,13490.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Group Insurance Expense,,,,0.0,0.0,0.0,0.0,28353.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Employer - 401(K),,,,0.0,0.0,0.0,0.0,8441.0,3
Health Insurance Fund,Human Resources/Health Clinic Services,Supplies - Other,,,,0.0,0.0,0.0,0.0,24440.0,3
Health Insurance Fund,Human Resources/Health Clinic Services Total,,,,,0.0,0.0,0.0,0.0,596019.0,2
Health Insurance Fund,Human Resources/Group Health Life & Dental,Undefined Claims,,,,0.0,0.0,0.0,0.0,1.0726599E7,3
Health Insurance Fund,Human Resources/Group Health Life & Dental,Contracted Services,,,,0.0,0.0,0.0,0.0,23000.0,3
Health Insurance Fund,Human Resources/Group Health Life & Dental,Administration Fees,,,,0.0,0.0,0.0,0.0,40000.0,3
Health Insurance Fund,Human Resources/Group Health Life & Dental,Admin Fees -  Medical Ret U 65,,,,0.0,0.0,0.0,0.0,221577.0,3
Health Insurance Fund,Human Resources/Group Health Life & Dental,Claims - Dental,,,,0.0,0.0,0.0,0.0,717852.0,3
Health Insurance Fund,Human Resources/Group Health Life & Dental,Admin Fees - Dental,,,,0.0,0.0,0.0,0.0,40761.0,3
Health Insurance Fund,Human Resources/Group Health Life & Dental,Admin. Fees - Wellness Program,,,,0.0,0.0,0.0,0.0,275500.0,3
Health Insurance Fund,Human Resources/Group Health Life & Dental,Admin Fees - Medical Active,,,,0.0,0.0,0.0,0.0,1320552.0,3
Health Insurance Fund,Human Resources/Group Health Life & Dental,All Other Expenses,,,,0.0,0.0,0.0,0.0,1000.0,3
Health Insurance Fund,Human Resources/Group Health Life & Dental Total,,,,,0.0,0.0,0.0,0.0,1.3366841E7,2
Health Insurance Fund Total,,,,,,0.0,0.0,0.0,0.0,1.396286E7,1
Parking Services Fund,Transportation/Parking Garage Divison,Interest Expense,,,,0.0,24154.89,102355.38,320421.0,390000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Workers Compensation,,,,0.0,0.0,16042.0,16202.0,15077.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Group Insurance Expense,,,,72416.0,71396.0,73396.0,73396.0,100707.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Principal Payments,,,,0.0,0.0,0.0,480864.0,485000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Transfer to Transit Fund,,,,248116.0,484000.0,500000.0,616875.0,616875.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Maint & Repair - Equipment,,,,7652.02,7812.38,13016.26,31043.0,18000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Maint & Repair - Buildings,,,,76106.0,48162.13,59361.73,70126.0,80000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Maintenance and Repairs,,,,32206.04,51900.45,65917.01,65000.0,90000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Charges - Cost Allocations,,,,0.0,0.0,0.0,0.0,348756.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Transfer to General Fund,,,,0.0,0.0,0.0,120000.0,0.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Electricity,,,,83270.39,78642.1,80701.29,111045.0,100000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,All Other Expenses,,,,8586.21,17201.6,33584.48999999999,36288.0,37194.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Bank Fees,,,,5165.92,16180.24,30747.71,40408.0,75000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Employer - 401(K),,,,8409.54,10131.44,11226.34,12127.0,15133.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Employer - LGERS,,,,8405.47,12924.9,15447.39,16686.0,21398.0,3
Parking Services Fund,Transportation/Parking Garage Divison,FICA Tax Expense,,,,12793.96,15282.29,16577.35,18888.0,23154.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Services - Security,,,,57432.32,60018.12,56321.27,175000.0,185000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Supplies - Other,,,,4208.81,408.58,6027.16,13056.0,6000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Insurance & Bonds,,,,0.0,0.0,28583.0,28584.0,26311.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Compensation - Full Time Reg,,,,169182.24,202894.7,221184.18,242950.0,263895.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Compensation - Overtime,,,,2824.27,1537.63,1886.17,6203.0,8000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,22634.0,0.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Compensation - Part Time,,,,0.0,0.0,0.0,10200.0,28621.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Fleet Fuel Charges,,,,0.0,0.0,7827.43,7121.0,9000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Fleet Maintenance Charges,,,,21838.11,20823.46,22279.97,18300.0,16000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Materials,,,,24884.21,34116.74,41583.87,36019.0,40000.0,3
Parking Services Fund,Transportation/Parking Garage Divison,Mach & Equipment,,,,0.0,0.0,29802.97,0.0,40000.0,3
Parking Services Fund,Transportation/Parking Garage Divison Total,,,,,843497.5099999999,1157587.6500000001,1433868.9700000002,2589436.0,3039121.0,2
Parking Services Fund,Transportation/Parking Services Division,Employer - 401(K),,,,15217.24,15407.78,15056.66,15781.0,18242.0,3
Parking Services Fund,Transportation/Parking Services Division,Employer - LGERS,,,,14720.08,19647.18,20718.29,21715.0,25794.0,3
Parking Services Fund,Transportation/Parking Services Division,All Other Expenses,,,,9437.5,7505.87,9904.869999999999,26652.0,11305.0,3
Parking Services Fund,Transportation/Parking Services Division,FICA Tax Expense,,,,22276.23,23009.73,21590.25,24145.0,27910.0,3
Parking Services Fund,Transportation/Parking Services Division,Information Technology Charges,,,,7490.38,7394.4,5545.8,17000.0,10000.0,3
Parking Services Fund,Transportation/Parking Services Division,Mach & Equipment,,,,0.0,0.0,34453.95,15000.0,40000.0,3
Parking Services Fund,Transportation/Parking Services Division,Materials,,,,18949.14,45008.56,21288.82,42025.0,30000.0,3
Parking Services Fund,Transportation/Parking Services Division,Licenses Taxes & Fees,,,,7829.0,7829.25,0.0,5172.0,0.0,3
Parking Services Fund,Transportation/Parking Services Division,Transfer to Parking Cap Fund,,,,57240.0,0.0,3381109.0,29630.0,0.0,3
Parking Services Fund,Transportation/Parking Services Division,Recovery Collection Fees,,,,4813.59,5055.18,4972.33,7500.0,5000.0,3
Parking Services Fund,Transportation/Parking Services Division,Contracted Services,,,,121147.77,86319.28,135933.71,216453.0,250000.0,3
Parking Services Fund,Transportation/Parking Services Division,Professional Services,,,,0.0,46410.15,85118.7,92436.0,50000.0,3
Parking Services Fund,Transportation/Parking Services Division,Compensation - Part Time,,,,0.0,0.0,0.0,0.0,26167.0,3
Parking Services Fund,Transportation/Parking Services Division,Cellular Usage,,,,4673.73,4316.65,6121.87,5000.0,7500.0,3
Parking Services Fund,Transportation/Parking Services Division,Compensation - Full Time Reg,,,,293113.41,301723.47,298517.31,303100.0,328160.0,3
Parking Services Fund,Transportation/Parking Services Division,Compensation - Overtime,,,,7971.82,8381.63,2250.81,9233.0,10000.0,3
Parking Services Fund,Transportation/Parking Services Division,Maint & Repair - Equipment,,,,5733.15,6114.25,6157.92,9000.0,6000.0,3
Parking Services Fund,Transportation/Parking Services Division,Land,,,,0.0,604777.4,0.0,1050000.0,0.0,3
Parking Services Fund,Transportation/Parking Services Division,Rental/Lease,,,,25995.0,20910.0,38516.13,75709.0,45000.0,3
Parking Services Fund,Transportation/Parking Services Division,Group Insurance Expense,,,,75581.0,109325.0,111325.0,111325.0,97608.0,3
Parking Services Fund,Transportation/Parking Services Division Total,,,,,692189.0399999999,1319135.7799999998,4198581.419999999,2076876.0,988686.0,2
Parking Services Fund Total,,,,,,1535686.55,2476723.4299999997,5632450.39,4666312.0,4027807.0,1
Stormwater Fund,Public Works/Stormwater Admin Division,Fleet Fuel Charges,,,,0.0,0.0,6658.58,6293.0,10000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Employer - LGERS,,,,0.0,27202.84,25830.82,26405.0,24012.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Employer - 401(K),,,,0.0,21335.29,18772.39,19190.0,16981.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Materials,,,,0.0,25910.42,35265.61,58712.0,45000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Group Insurance Expense,,,,0.0,44623.0,44623.0,41361.0,83664.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Compensation - Full Time Reg,,,,0.0,174655.95,157609.49,189880.0,243054.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Cellular Usage,,,,0.0,7719.14,4476.19,10000.0,4500.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Compensation - Overtime,,,,0.0,17789.15,9533.82,24855.0,12000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Services - Postage,,,,0.0,22988.52,7031.49,33788.0,18000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Compensation - Full Time Reg,,,,0.0,370048.31,313217.22,364610.0,514948.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,FICA Tax Expense,,,,0.0,31304.79,27605.72,29361.0,25982.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,OPEB Pension Contributions,,,,0.0,0.0,12176.67,0.0,14424.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Tipping Fees,,,,0.0,34801.27,15091.66,29000.0,26000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Materials,,,,0.0,87623.8,92503.2,102496.0,132785.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Supplies - Safety Equipment,,,,0.0,791.26,16119.21,1575.0,5000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Compensation - Full Time Reg,,,,0.0,408535.2,362097.03,367640.0,328629.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Compensation - Overtime,,,,0.0,30094.14,14284.8,14252.0,11000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Compensation - Full Time Reg,,,,0.0,218150.83,250408.65,235330.0,203618.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Employer - LGERS,,,,0.0,23630.11,21606.68,25085.0,31742.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,FICA Tax Expense,,,,0.0,27239.64,22325.13,27893.0,34346.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Fleet Maintenance Charges,,,,0.0,182711.71,95361.55,69402.0,80000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Employer - 401(K),,,,0.0,18534.66,15702.44,18231.0,22448.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Fleet Fuel Charges,,,,0.0,0.0,59936.1,64319.0,80000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Materials,,,,0.0,10429.49,5502.53,10798.0,4000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Contracted Services,,,,0.0,1023.45,6972.39,5800.0,682289.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Transfer to Stormwater Cap Fnd,,,,0.0,360000.0,0.0,0.0,430000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Professional Services,,,,0.0,29807.9,24948.11,159455.0,600000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,All Other Expenses,,,,0.0,60431.270000000004,69950.86,91006.0,86611.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Principal Payments,,,,0.0,43000.0,129382.0,75327.0,80000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Group Insurance Expense,,,,0.0,188486.0,188486.0,174709.0,32536.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Insurance & Bonds,,,,0.0,0.0,30387.0,67185.0,86192.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Employer - 401(K),,,,0.0,-14587.97,8383.42,10736.0,10741.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Interest Expense,,,,0.0,1637.6,0.0,11880.0,11200.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,FICA Tax Expense,,,,0.0,12388.06,11801.83,16428.0,16434.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Employer - LGERS,,,,0.0,11275.5,11535.74,14773.0,15188.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Mach & Equipment,,,,0.0,0.0,0.0,180340.0,206000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Street Cut Utility Charges,,,,0.0,0.0,130987.32,148500.0,125000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Workers Compensation,,,,0.0,0.0,30019.0,30319.0,28217.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Rental/Lease,,,,0.0,2477.05,15253.66,34695.0,20000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Charges - Cost Allocations,,,,0.0,0.0,63750.0,63750.0,599778.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Recovery Collection Fees,,,,0.0,6145.6,8895.7,11600.0,5000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Group Insurance Expense,,,,0.0,62472.0,62472.0,57906.0,99188.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Employer - 401(K),,,,0.0,35485.45,12520.6,11767.0,10234.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Employer - LGERS,,,,0.0,15408.64,17228.11,16191.0,14470.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Group Insurance Expense,,,,0.0,26773.0,26773.0,24816.0,54103.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Fleet Maintenance Charges,,,,0.0,55841.06,35665.16,35250.0,38400.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,FICA Tax Expense,,,,0.0,19706.12,18659.75,18003.0,15658.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Fleet Fuel Charges,,,,0.0,0.0,12562.15,12426.0,17000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division,Mach & Equipment,,,,0.0,0.0,0.0,18925.0,5000.0,3
Stormwater Fund,Public Works/Stormwater Admin Division Total,,,,,0.0,2703890.2500000005,2550373.78,3062263.0,5261372.0,2
Stormwater Fund Total,,,,,,0.0,2703890.2500000005,2550373.78,3062263.0,5261372.0,1
